Bairros,Municipios,Estado,Notificacoes,Casos,Obitos,Curados,Suspeitos,Descartados
ATENAS,CASTELO,Espírito Santo,12,2,0,2,1,9
CATUÁ DE BAIXO,COLATINA,Espírito Santo,12,8,0,8,0,4
IBIRAÇU,IBIRACU,Espírito Santo,12,1,0,1,0,11
BARRA DOS PONTOES,MIMOSO DO SUL,Espírito Santo,12,5,0,5,0,7
BARRA GRANDE,IRUPI,Espírito Santo,12,4,0,4,3,5
CABECEIRA DO AMORIM,MUNIZ FREIRE,Espírito Santo,12,5,0,5,0,7
RODOVIA JOAO IZOTON FILHO,SAO GABRIEL DA PALHA,Espírito Santo,12,4,1,3,1,7
KM 18,AFONSO CLAUDIO,Espírito Santo,12,5,0,5,0,7
CÓRREGO PAIOL,SAO GABRIEL DA PALHA,Espírito Santo,12,2,0,2,1,9
Não Informado,CRUZ DAS ALMAS,Bahia,12,0,0,0,0,0
SABIÁ,IRUPI,Espírito Santo,12,4,0,4,5,3
SANTA RITA,IBITIRAMA,Espírito Santo,12,6,0,6,5,1
CÓRREGO DUREBA,SAO GABRIEL DA PALHA,Espírito Santo,12,4,0,4,3,5
Não Informado,GUARAREMA,São Paulo,12,0,0,0,0,0
SERRINHA,APIACA,Espírito Santo,12,4,0,4,0,8
CECÍLIA,ICONHA,Espírito Santo,12,3,0,3,0,9
ALTO 25 DE JULHO,SANTA TERESA,Espírito Santo,12,3,0,3,0,9
BARREIRINHO,SAO MATEUS,Espírito Santo,12,6,0,6,0,6
SULZINHO,PINHEIROS,Espírito Santo,12,4,0,4,0,8
Não Informado,BURITIS,Minas Gerais,12,0,0,0,0,0
CÓRREGO JOSÉ,SAO GABRIEL DA PALHA,Espírito Santo,12,5,0,5,0,7
BOQUEIRAO,CASTELO,Espírito Santo,12,4,0,2,0,8
CABECEIRA DE SÃO JOSÉ,IRUPI,Espírito Santo,12,7,1,6,0,5
ALTO CRISCIÚMA,BAIXO GUANDU,Espírito Santo,12,6,0,6,0,6
RIBEIRÃO CONCÓRDIA,RIO NOVO DO SUL,Espírito Santo,12,5,0,5,1,6
Não Informado,EMBU,São Paulo,12,0,0,0,0,0
Não Informado,AMPARO DO SERRA,Minas Gerais,12,0,0,0,0,0
CÓRREGO DA PALMA,BARRA DE SAO FRANCISCO,Espírito Santo,12,1,0,1,5,6
FELINTO DAMIRO,PEDRO CANARIO,Espírito Santo,12,5,0,5,0,7
CÓRREGO LAGE,ECOPORANGA,Espírito Santo,12,2,0,2,6,4
Não Informado,OLINDA,Pernambuco,12,0,0,0,0,0
ALTO RIO BONITO,SANTA LEOPOLDINA,Espírito Santo,12,2,0,2,1,9
CÓRREGO PARAISO,ECOPORANGA,Espírito Santo,12,7,0,7,3,2
LOTEAMENTO SÃO DOMINGOS B,SAO JOSE DO CALCADO,Espírito Santo,12,1,0,1,2,9
CÓRREGO  MARUÍ,NOVA VENECIA,Espírito Santo,11,3,0,3,0,8
Não Informado,JAGUARIUNA,São Paulo,11,0,0,0,0,0
CORREGO BELO HORIZONTE,GOVERNADOR LINDENBERG,Espírito Santo,11,4,0,4,0,7
CONDURU,CASTELO,Espírito Santo,11,1,0,1,1,9
IPÊ AÇU,VARGEM ALTA,Espírito Santo,11,5,0,5,0,6
GOIABAL,SAO JOSE DO CALCADO,Espírito Santo,11,1,0,0,0,10
CÓRREGO 10 DE AGOSTO,SAO DOMINGOS DO NORTE,Espírito Santo,11,6,0,6,0,5
Não Informado,GUAPIMIRIM,Rio de Janeiro,11,0,0,0,0,0
Não Informado,VILHENA,Rondônia,11,0,0,0,0,0
Não Informado,SAO SEBASTIAO DO MARANHAO,Minas Gerais,11,0,0,0,0,0
CÓRREGO DO 7,SAO GABRIEL DA PALHA,Espírito Santo,11,7,0,7,2,2
SÃO JOSÉ,BREJETUBA,Espírito Santo,11,4,0,3,0,7
MASSUCATTI,AGUIA BRANCA,Espírito Santo,11,5,0,5,1,5
JOEIRANA II,SOORETAMA,Espírito Santo,11,1,0,1,1,9
CÓRREGO DAS PALMEIRAS,CONCEICAO DA BARRA,Espírito Santo,11,3,0,3,0,8
Não Informado,CABO DE SANTO AGOSTINHO,Pernambuco,11,0,0,0,0,0
SOL POENTE,MANTENOPOLIS,Espírito Santo,11,1,1,0,1,9
Não Informado,BODO,Rio Grande do Norte,11,0,0,0,0,0
SEBASTIAO  MARQUES,SAO JOSE DO CALCADO,Espírito Santo,11,3,0,3,0,8
BARRA DO BOA VISTA,BARRA DE SAO FRANCISCO,Espírito Santo,11,5,0,4,0,6
ZÉ CHICO,ALTO RIO NOVO,Espírito Santo,11,5,0,4,0,6
CÓRREGO BARRA DO RECREIO,IRUPI,Espírito Santo,11,3,0,3,1,7
Não Informado,ITAGIMIRIM,Bahia,11,0,0,0,0,0
ORIENTE I,MIMOSO DO SUL,Espírito Santo,11,4,0,4,3,4
Não Informado,MOCOCA,São Paulo,11,0,0,0,0,0
SÃO JORGE,SAO MATEUS,Espírito Santo,11,1,0,1,1,9
Não Encontrado,VIANA,Maranhão,11,4,1,0,5,2
PALMEIRINHA,MIMOSO DO SUL,Espírito Santo,11,5,0,5,3,3
CÓRREGO DO CELESTINO,NOVA VENECIA,Espírito Santo,11,0,0,0,0,11
Não Informado,BARCARENA,Pará,11,0,0,0,0,0
BELA VISTA,PINHEIROS,Espírito Santo,11,3,0,3,0,8
Não Informado,VOTORANTIM,São Paulo,11,0,0,0,0,0
Não Informado,CAMBE,Paraná,11,0,0,0,0,0
ASSENTAMENTO FLORESTA FERNANDES,SAO JOSE DO CALCADO,Espírito Santo,11,5,0,5,1,5
TAQUARUÇU,MIMOSO DO SUL,Espírito Santo,11,3,0,3,0,8
FAZENDA ESCADINI,NOVA VENECIA,Espírito Santo,11,2,0,2,0,9
Não Encontrado,TEIXEIRA DE FREITAS,Bahia,11,5,0,4,3,3
SÃO JOÃO DO SOBRADO II,PINHEIROS,Espírito Santo,11,2,0,2,0,9
Não Informado,JACOBINA,Bahia,11,0,0,0,0,0
CABECEIRA DO BRAÇO DO SUL,SAO DOMINGOS DO NORTE,Espírito Santo,11,2,0,2,0,9
CÓRREGO SABÃO,AFONSO CLAUDIO,Espírito Santo,11,8,0,8,0,3
CÓRREGO ITAUNA ,MUCURICI,Espírito Santo,11,2,0,2,0,9
CÓRREGO ITAPERUNA,NOVA VENECIA,Espírito Santo,11,2,0,2,0,9
CACHOERINHA DO ITAUNAS,BARRA DE SAO FRANCISCO,Espírito Santo,11,2,0,2,6,3
Não Informado,UBAITABA,Bahia,11,0,0,0,0,0
CABECEIRA DO RIO NOVO,ALTO RIO NOVO,Espírito Santo,11,5,0,5,0,6
CÓRREGO LAMBARI,VILA VALERIO,Espírito Santo,11,7,0,7,0,4
LIMOEIRO DO CARVAGLIO,ITARANA,Espírito Santo,11,2,0,2,0,9
ÁGUA FRIA,BOA ESPERANCA,Espírito Santo,11,1,0,1,0,10
BREJO,PANCAS,Espírito Santo,11,6,1,5,0,5
Não Informado,SIMOES FILHO,Bahia,11,0,0,0,0,0
Não Informado,BARAO DE COCAIS,Minas Gerais,11,0,0,0,0,0
CÓRREGO PALMITAL,IRUPI,Espírito Santo,11,6,0,6,0,5
Não Informado,BRUMADINHO,Minas Gerais,11,0,0,0,0,0
CORREGO SÃO JOSÉ,PANCAS,Espírito Santo,11,9,0,9,0,2
ALBANO,AGUIA BRANCA,Espírito Santo,11,2,0,2,0,9
Não Informado,PARAIBA DO SUL,Rio de Janeiro,11,0,0,0,0,0
Não Informado,VEREDA,Bahia,11,0,0,0,0,0
Brisa do Vale,COLATINA,Espírito Santo,11,4,0,4,0,7
CÓRREGO DO MUNIZ,NOVA VENECIA,Espírito Santo,11,5,0,5,0,6
CORREGO MARIMBU,VILA VALERIO,Espírito Santo,11,4,0,4,0,7
CORREGO JATOBA,IUNA,Espírito Santo,11,5,0,5,1,5
CRISTAL,MUNIZ FREIRE,Espírito Santo,11,6,0,6,0,5
ALTO ALEMANHA,LARANJA DA TERRA,Espírito Santo,11,5,0,5,0,6
RANCHINHO,SAO MATEUS,Espírito Santo,11,2,0,2,3,6
SANTA HELENA,ITAPEMIRIM,Espírito Santo,11,5,0,5,0,6
CÓRREGO MONJOLO,BAIXO GUANDU,Espírito Santo,11,3,0,3,0,8
Não Informado,ARACUAI,Minas Gerais,11,0,0,0,0,0
Não Informado,PRESIDENTE PRUDENTE,São Paulo,10,0,0,0,0,0
Não Informado,IGUABA GRANDE,Rio de Janeiro,10,0,0,0,0,0
Não Informado,SERTAOZINHO,São Paulo,10,0,0,0,0,0
AREAL CAMPO ALEGRE,SAO JOSE DO CALCADO,Espírito Santo,10,1,0,1,0,9
ASSENTAMENTO BELA VISTA-CENTRO,MONTANHA,Espírito Santo,10,2,0,2,2,6
CÓRREGO SÃO LUIS,NOVA VENECIA,Espírito Santo,10,0,0,0,0,10
UNIVERSO,JERONIMO MONTEIRO,Espírito Santo,10,2,0,2,0,8
CABECEIRA DO RETIRO,MIMOSO DO SUL,Espírito Santo,10,1,0,1,0,9
Não Informado,VIANA,Maranhão,10,0,0,0,0,0
Não Informado,SANTA MARIA MADALENA,Rio de Janeiro,10,0,0,0,0,0
CÓRREGO 2 DE SETEMBRO,ECOPORANGA,Espírito Santo,10,4,1,3,3,3
CORREGO SUMIDOURO,PANCAS,Espírito Santo,10,4,0,4,0,6
LARANJEIRAS,ICONHA,Espírito Santo,10,3,0,3,0,7
BIRIRICAS DE BAIXO,VIANA,Espírito Santo,10,4,0,4,2,4
CÓRREGO BEIJA FLOR,AGUA DOCE DO NORTE,Espírito Santo,10,4,0,4,0,6
Não Informado,SOBRAL,Ceará,10,0,0,0,0,0
BOA ESPERANCA,CASTELO,Espírito Santo,10,2,0,2,2,6
Não Informado,CHAPECO,Santa Catarina,10,0,0,0,0,0
IPANAMA,VIANA,Espírito Santo,10,2,0,2,2,6
Não Informado,CATALAO,Goiás,10,0,0,0,0,0
SÃO SEBASTIÃO,MONTANHA,Espírito Santo,10,1,0,1,2,7
CÓRREGO 15 DE JANEIRO,RIO BANANAL,Espírito Santo,10,2,0,2,1,7
GURURU,ALFREDO CHAVES,Espírito Santo,10,5,0,5,0,5
FAZENDA SÃO BENTO,MARECHAL FLORIANO,Espírito Santo,10,3,0,3,0,7
BALÃO,MONTANHA,Espírito Santo,10,2,1,0,0,8
FAZENDA VELHA,CASTELO,Espírito Santo,10,3,0,3,2,5
Não Informado,NAQUE,Minas Gerais,10,0,0,0,0,0
CÓRREGO SÃO BENTO - CORTELETTI,PANCAS,Espírito Santo,10,5,0,5,0,5
CÓR. CHIADO,SAO MATEUS,Espírito Santo,10,2,0,1,0,8
BATATAL,ALFREDO CHAVES,Espírito Santo,10,4,0,4,0,6
Não Informado,RIO DOCE,Minas Gerais,10,0,0,0,0,0
VISTA ALEGRE (VILA DO DEVAIR),IRUPI,Espírito Santo,10,2,0,2,0,8
CANDURA,MUQUI,Espírito Santo,10,4,0,4,0,6
CÓRREGO VILA NOVA,NOVA VENECIA,Espírito Santo,10,2,0,2,0,8
Não Informado,TATUI,São Paulo,10,0,0,0,0,0
PASTINHO,MIMOSO DO SUL,Espírito Santo,10,2,0,2,2,6
Não Informado,BUENOPOLIS,Minas Gerais,10,0,0,0,0,0
SÃO SEBASTIÃO DE SÃO ROQUE II,SAO ROQUE DO CANAA,Espírito Santo,10,1,0,1,0,9
VILA NOVA,ATILIO VIVACQUA,Espírito Santo,10,3,0,2,0,7
VARGEM ALEGRE,MIMOSO DO SUL,Espírito Santo,10,5,0,5,0,5
CONCEIÇÃO DO MUQUI,MIMOSO DO SUL,Espírito Santo,10,2,0,0,0,8
RANCHARIA,AFONSO CLAUDIO,Espírito Santo,10,3,0,3,0,7
CORREGO DA GARRUCHA,BOA ESPERANCA,Espírito Santo,10,0,0,0,0,10
CÓRREGO DUAS BARRAS,SAO GABRIEL DA PALHA,Espírito Santo,10,5,0,5,0,5
Não Informado,ITAPURA,São Paulo,10,0,0,0,0,0
SITIO SANTO ANTONIO,SAO JOSE DO CALCADO,Espírito Santo,10,0,0,0,0,10
Não Informado,ALVORADA DE MINAS,Minas Gerais,10,0,0,0,0,0
VAI VEM,VENDA NOVA DO IMIGRANTE,Espírito Santo,10,4,0,4,0,6
PATRIMONIO DE CONCEICAO DO XV,VILA PAVAO,Espírito Santo,10,4,0,4,0,6
BRAGATTO,IBIRACU,Espírito Santo,10,1,0,1,0,9
Não Informado,ESMERALDAS,Minas Gerais,10,0,0,0,0,0
INDEPENDÊNCIA I,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,10,0,0,0,2,8
ASSOMBRO,ARACRUZ,Espírito Santo,10,3,0,3,0,7
Não Informado,CAIEIRAS,São Paulo,10,0,0,0,0,0
CÓRREGO QUEIXADINHA,BAIXO GUANDU,Espírito Santo,10,3,0,3,0,7
CEDRO - FAZ,SAO MATEUS,Espírito Santo,10,0,0,0,1,9
Não Informado,ABAETE,Minas Gerais,10,0,0,0,0,0
CÓRREGO DO OURO,MANTENOPOLIS,Espírito Santo,10,2,0,2,0,8
CORREGO RAINHA,VILA VALERIO,Espírito Santo,10,5,1,4,0,5
Não Informado,JEQUIE,Bahia,10,0,0,0,0,0
PINHEIRO,CONCEICAO DA BARRA,Espírito Santo,10,1,0,1,0,9
JERUSALEM,MARATAIZES,Espírito Santo,10,6,0,6,0,4
PINGADEIRA,CONCEICAO DO CASTELO,Espírito Santo,10,4,0,4,0,6
BAIRRO INDEPENDÊNCIA,CASTELO,Espírito Santo,10,3,0,3,0,7
TERRA CORRIDA,MUNIZ FREIRE,Espírito Santo,10,5,0,5,0,5
JOEIRANA I,SOORETAMA,Espírito Santo,10,5,0,5,0,5
CÓRREGO PEIXE BRANCO,ECOPORANGA,Espírito Santo,10,2,0,2,3,5
Não Informado,TUMIRITINGA,Minas Gerais,10,0,0,0,0,0
SANTA LÚCIA,BOA ESPERANCA,Espírito Santo,10,3,0,2,1,6
Não Encontrado,NANUQUE,Minas Gerais,10,6,2,4,1,3
Não Informado,PIUMA,Espírito Santo,10,0,0,0,0,0
CÓRREGO RICO,BARRA DE SAO FRANCISCO,Espírito Santo,10,4,0,4,3,3
Não Informado,CAXIAS,Maranhão,10,0,0,0,0,0
CHAPADÃO DA ONÇA,SAO DOMINGOS DO NORTE,Espírito Santo,10,0,0,0,0,10
Não Encontrado,BOM JESUS DO ITABAPOANA,Rio de Janeiro,10,4,0,1,0,6
CÓRREGO DO BREJO,VILA PAVAO,Espírito Santo,10,2,0,2,0,8
FAZENDA G SANTA,VILA VALERIO,Espírito Santo,10,4,0,4,0,6
ALTO INDEPENDENCIA,MIMOSO DO SUL,Espírito Santo,10,7,0,7,0,3
Não Informado,SANTA RITA,Maranhão,10,0,0,0,0,0
PICO DO SERROTE,PRESIDENTE KENNEDY,Espírito Santo,10,5,0,5,0,5
CÓRREGO RONCADOR,IRUPI,Espírito Santo,10,4,0,4,1,5
Não Informado,RIO VERDE,Goiás,10,0,0,0,0,0
CÓRREGO JATAI,NOVA VENECIA,Espírito Santo,10,2,0,2,0,8
ALTO BAIA NOVA,GUARAPARI,Espírito Santo,10,1,0,1,0,9
SERROTE,PRESIDENTE KENNEDY,Espírito Santo,10,3,1,2,0,7
Não Informado,CACERES,Mato Grosso,9,0,0,0,0,0
CÓRREGO SANTA LUZIA ,BARRA DE SAO FRANCISCO,Espírito Santo,9,2,0,2,3,4
SÃO JOSÉ PEQUENO,PANCAS,Espírito Santo,9,4,0,4,0,5
BARRA DE SÃO FRANCISCO,BARRA DE SAO FRANCISCO,Espírito Santo,9,4,1,3,1,4
CÓRREGO SANTA MARIA,NOVA VENECIA,Espírito Santo,9,4,0,4,0,5
CÓRREGO SÃO PAULO,SAO DOMINGOS DO NORTE,Espírito Santo,9,3,0,3,0,6
CORREGO BOA VISTA,ECOPORANGA,Espírito Santo,9,4,0,4,2,3
FLORESTA,MUQUI,Espírito Santo,9,3,0,3,0,6
CÓRREGO DO CHUCHU,RIO BANANAL,Espírito Santo,9,4,0,4,0,5
SÃO TIBÚRCIO,DOMINGOS MARTINS,Espírito Santo,9,1,0,1,0,8
ITAPIRA,IBIRACU,Espírito Santo,9,3,0,3,0,6
CORREGO BOA VISTA,PANCAS,Espírito Santo,9,6,0,6,0,3
APECAP,ITAPEMIRIM,Espírito Santo,9,3,0,3,0,6
GRUTA DE CIMA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,9,2,0,2,0,7
Não Informado,CAMPO LIMPO PAULISTA,São Paulo,9,0,0,0,0,0
CÓRREGO LAGINHA,BAIXO GUANDU,Espírito Santo,9,2,0,2,0,7
VARGEM ALEGRE,PANCAS,Espírito Santo,9,4,0,4,0,5
Não Informado,ARUJA,São Paulo,9,0,0,0,0,0
VARGEM DO CIPÓ,MIMOSO DO SUL,Espírito Santo,9,6,0,6,0,3
Não Informado,DURANDE,Minas Gerais,9,0,0,0,0,0
SANTA JOANA,AFONSO CLAUDIO,Espírito Santo,9,3,0,3,0,6
Não Informado,CACAPAVA,São Paulo,9,0,0,0,0,0
SANTA TEREZINHA,SAO MATEUS,Espírito Santo,9,3,1,2,0,6
RIO FRANCÊS,ARACRUZ,Espírito Santo,9,2,0,2,0,7
Não Informado,PARACATU,Minas Gerais,9,0,0,0,0,0
UBERLÂNDIA,SAO DOMINGOS DO NORTE,Espírito Santo,9,0,0,0,0,9
Não Informado,GUARA,Distrito Federal,9,0,0,0,0,0
VILA DO CAFÉ,ALEGRE,Espírito Santo,9,0,0,0,1,8
CÓRREGO CHAPÉU,COLATINA,Espírito Santo,9,3,0,3,0,6
SÃO DOMINGOS,SAO DOMINGOS DO NORTE,Espírito Santo,9,2,0,2,0,7
Não Informado,ANGELANDIA,Minas Gerais,9,0,0,0,0,0
SANTA TEREZA,MIMOSO DO SUL,Espírito Santo,9,4,0,4,0,5
Não Informado,BARREIRAS,Bahia,9,0,0,0,0,0
CÓRREGO CONCEIÇÃO,COLATINA,Espírito Santo,9,7,0,6,1,1
Não Informado,SAO SEBASTIAO DO PASSE,Bahia,9,0,0,0,0,0
SANTA RITA,ITAPEMIRIM,Espírito Santo,9,2,0,2,0,7
Não Informado,BARRA DOS COQUEIROS,Sergipe,9,0,0,0,0,0
FARTURINHA,SAO GABRIEL DA PALHA,Espírito Santo,9,4,0,4,1,4
Não Informado,BOM JESUS DO AMPARO,Minas Gerais,9,0,0,0,0,0
Não Informado,SARZEDO,Minas Gerais,9,0,0,0,0,0
AMANTINO,MANTENOPOLIS,Espírito Santo,9,2,0,2,0,7
CÓRREGO SÃO PEDRO,NOVA VENECIA,Espírito Santo,9,5,0,5,0,4
ALTO SANTO ANTÔNIO,ITARANA,Espírito Santo,9,2,0,1,2,5
Não Informado,SAO VICENTE DE MINAS,Minas Gerais,9,0,0,0,0,0
Não Informado,TIETE,São Paulo,9,0,0,0,0,0
Não Informado,LOURDES,São Paulo,9,0,0,0,0,0
CALOGI,SANTA LEOPOLDINA,Espírito Santo,9,0,0,0,1,8
Não Informado,SAO SEBASTIAO,São Paulo,9,0,0,0,0,0
Não Informado,PASSOS,Minas Gerais,9,0,0,0,0,0
Não Informado,CEILANDIA,Distrito Federal,9,0,0,0,0,0
Não Informado,LAGES,Santa Catarina,9,0,0,0,0,0
CÓRREGO DA ANTA,COLATINA,Espírito Santo,9,7,0,7,0,2
FAZENDA FLORESTA,COLATINA,Espírito Santo,9,3,0,3,0,6
ARGEU,COLATINA,Espírito Santo,9,4,0,4,0,5
CÓRREGO DO PIÃO,PANCAS,Espírito Santo,9,2,0,2,0,7
Não Informado,OUROESTE,São Paulo,9,0,0,0,0,0
LOTEAMENTO PÔR DO SOL,PONTO BELO,Espírito Santo,9,1,0,1,0,8
Não Encontrado,PORTO VITORIA,Paraná,9,3,0,0,1,5
Não Informado,PACAJA,Pará,9,0,0,0,0,0
SANTA LUIZA,SAO ROQUE DO CANAA,Espírito Santo,9,1,0,1,3,5
ALDEIA PAU BRASIL,ARACRUZ,Espírito Santo,9,2,0,2,0,7
Não Encontrado,BRASILIA,Distrito Federal,9,6,0,3,0,3
POUSO ALTO,BARRA DE SAO FRANCISCO,Espírito Santo,9,1,0,1,2,6
VILA LENITA-CENTRO,AGUA DOCE DO NORTE,Espírito Santo,9,3,0,2,5,1
ALTO OLIVEIRA ,BREJETUBA,Espírito Santo,9,2,0,2,0,7
PICUA,ARACRUZ,Espírito Santo,9,3,0,3,0,6
Não Informado,FORMIGA,Minas Gerais,9,0,0,0,0,0
Não Informado,JUAZEIRO DO NORTE,Ceará,9,0,0,0,0,0
CÓRREGO DO PALMITAL,NOVA VENECIA,Espírito Santo,9,4,0,4,0,5
CÓRREGO RECREIO,IRUPI,Espírito Santo,9,2,2,0,1,6
CÓRREGO DAS PEROBAS,AFONSO CLAUDIO,Espírito Santo,9,2,0,2,0,7
FAZENDA COVRE,SAO DOMINGOS DO NORTE,Espírito Santo,9,4,0,4,0,5
CÓRREGO DAS PEDRAS,ARACRUZ,Espírito Santo,9,0,0,0,0,9
REDENTOR,ALFREDO CHAVES,Espírito Santo,9,4,0,4,0,5
Não Informado,AREAL,Rio de Janeiro,9,0,0,0,0,0
Não Informado,ABADIA DE GOIAS,Goiás,9,0,0,0,0,0
TIMBUZINHO,COLATINA,Espírito Santo,9,5,0,4,0,4
CAMPOS ELÍSIOS,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,9,2,0,2,0,7
Não Informado,NACIP RAYDAN,Minas Gerais,9,0,0,0,0,0
CÓRREGO DA TERRA ROXA,VILA PAVAO,Espírito Santo,9,2,0,2,0,7
BOM DESTINO,DIVINO DE SAO LOURENCO,Espírito Santo,9,0,0,0,2,7
CÓRREGO SANTA CATARINA,COLATINA,Espírito Santo,9,2,0,2,0,7
Não Informado,MASCOTE,Bahia,9,0,0,0,0,0
APARECIDA,MIMOSO DO SUL,Espírito Santo,9,3,0,3,0,6
Não Informado,MOGI GUACU,São Paulo,9,0,0,0,0,0
BARATINHA,SAO DOMINGOS DO NORTE,Espírito Santo,9,8,0,8,0,1
Não Informado,ITATIAIA,Rio de Janeiro,9,0,0,0,0,0
CÓRREGO BOA FÉ,NOVA VENECIA,Espírito Santo,9,4,0,4,0,5
SELETA,CASTELO,Espírito Santo,9,0,0,0,0,9
BEBEDOURO,LINHARES,Espírito Santo,9,0,0,0,0,9
Não Informado,SAPUCAIA DO SUL,Rio Grande do Sul,9,0,0,0,0,0
MALABAR,MUQUI,Espírito Santo,9,2,0,2,0,7
CÓRREGO GRANDE CABICEIRA ,BREJETUBA,Espírito Santo,9,4,0,3,0,5
BOA ESPERANÇA,IRUPI,Espírito Santo,9,5,0,5,1,3
CÓRREGO PANORAMA,NOVA VENECIA,Espírito Santo,9,4,2,2,0,5
Não Informado,AGUAI,São Paulo,9,0,0,0,0,0
RIO SABINO,SANTA MARIA DE JETIBA,Espírito Santo,9,4,0,4,0,5
CÓRREGO PALMITAL,PANCAS,Espírito Santo,9,7,0,7,0,2
Não Informado,ALMENARA,Minas Gerais,9,0,0,0,0,0
MUCAMBO,GUARAPARI,Espírito Santo,9,3,0,3,1,5
ALTO BOA SORTE,AFONSO CLAUDIO,Espírito Santo,9,2,0,2,0,7
Não Informado,CAMAMU,Bahia,8,0,0,0,0,0
IRUPI,IRUPI,Espírito Santo,8,2,0,2,1,5
Não Informado,ITAPEMA,Santa Catarina,8,0,0,0,0,0
CÓRRGO BOA VISTA,VILA PAVAO,Espírito Santo,8,3,0,3,0,5
CÓRREGO ÁGUA BELA,NOVA VENECIA,Espírito Santo,8,4,0,4,0,4
CABECEIRA SÃO LOURENÇO,ALTO RIO NOVO,Espírito Santo,8,6,0,5,0,2
MONTE BELO,COLATINA,Espírito Santo,8,2,0,2,0,6
RECANTO DA SEREIA,VILA VELHA,Espírito Santo,8,5,0,5,2,1
BARRA CÓRREGO CRISCIUMA,BAIXO GUANDU,Espírito Santo,8,1,0,1,0,7
CORREGO ARAPONGA,VILA VALERIO,Espírito Santo,8,2,0,2,0,6
Não Informado,JABOTICATUBAS,Minas Gerais,8,0,0,0,0,0
BARRA CÓRREGO SANTA ROSA,BAIXO GUANDU,Espírito Santo,8,2,0,2,0,6
CORREGO  PALMEIRINHA,NOVA VENECIA,Espírito Santo,8,6,0,6,0,2
CÓRREGO CABECEIRA DO REFRIGERIO,NOVA VENECIA,Espírito Santo,8,1,0,1,0,7
LAGOA DO AGUIAR,ARACRUZ,Espírito Santo,8,4,0,4,0,4
CÓRREGO SÃO JORGE,RIO BANANAL,Espírito Santo,8,1,0,1,0,7
SITIO VAI E VOLTA,SAO JOSE DO CALCADO,Espírito Santo,8,1,0,1,1,6
LAGOA SECA,ALEGRE,Espírito Santo,8,0,0,0,0,8
CORREGO SÃO PEDRO - CORTELETTI,PANCAS,Espírito Santo,8,0,0,0,0,8
Não Encontrado,NOVA VICOSA,Bahia,8,5,1,4,1,2
Não Informado,APORA,Bahia,8,0,0,0,0,0
IRACEMA,SAO GABRIEL DA PALHA,Espírito Santo,8,3,0,3,0,5
SERGIPE,CASTELO,Espírito Santo,8,1,0,1,0,7
ALTO SOLIDÃO,ICONHA,Espírito Santo,8,3,0,3,0,5
BÁLSAMO,IUNA,Espírito Santo,8,3,0,3,1,4
CORREGO ALTO PANCAS,PANCAS,Espírito Santo,8,3,1,2,2,3
CÓRREGO TIRADENTES,RIO BANANAL,Espírito Santo,8,2,0,2,1,5
CORREGO MANTENINHA,MANTENOPOLIS,Espírito Santo,8,0,0,0,0,8
CÓRREGO BONFIM,NOVA VENECIA,Espírito Santo,8,0,0,0,0,8
CÓRREGO  ROCHEDO,NOVA VENECIA,Espírito Santo,8,0,0,0,0,8
GRAÇA ARANHA,COLATINA,Espírito Santo,8,5,0,5,2,1
Não Informado,ITAOCA,São Paulo,8,0,0,0,0,0
Não Informado,BURITIS,Rondônia,8,0,0,0,0,0
NOSSA SENHORA DAS GRAÇAS,RIO BANANAL,Espírito Santo,8,1,0,1,0,7
Não Informado,ALTO JEQUITIBA,Minas Gerais,8,0,0,0,0,0
Não Informado,TOLEDO,Paraná,8,0,0,0,0,0
Não Informado,RAPOSOS,Minas Gerais,8,0,0,0,0,0
SUMIDOURO,ATILIO VIVACQUA,Espírito Santo,8,2,0,2,0,6
CANELA DEMA,PINHEIROS,Espírito Santo,8,4,0,4,0,4
Não Informado,SAPIRANGA,Rio Grande do Sul,8,0,0,0,0,0
Não Informado,LAJE DO MURIAE,Rio de Janeiro,8,0,0,0,0,0
'FAZENDA VALDECI BOLSANELLO,BOA ESPERANCA,Espírito Santo,8,0,0,0,1,7
CÓRREGO SANTA CATARINA,RIO BANANAL,Espírito Santo,8,2,0,2,1,5
BAIRRO SÃO JOÃO DE VIÇOSA,VENDA NOVA DO IMIGRANTE,Espírito Santo,8,0,0,0,0,8
Não Informado,SURUBIM,Pernambuco,8,0,0,0,0,0
Não Informado,ITAETE,Bahia,8,0,0,0,0,0
NILTON SÁ - Dionysio,PANCAS,Espírito Santo,8,2,0,2,4,2
CACHOEIRINHA DE ITAÚNAS,BARRA DE SAO FRANCISCO,Espírito Santo,8,1,0,0,5,2
FAZENDA PIRINEUS,SAO JOSE DO CALCADO,Espírito Santo,8,0,0,0,0,8
VALÃO DO BUGRE,BAIXO GUANDU,Espírito Santo,8,3,0,3,0,5
SANTA BÁRBARA II,ALTO RIO NOVO,Espírito Santo,8,2,0,2,0,6
Não Informado,ITAPEBI,Bahia,8,0,0,0,0,0
Não Informado,ALEM PARAIBA,Minas Gerais,8,0,0,0,0,0
Não Informado,FREI INOCENCIO,Minas Gerais,8,0,0,0,0,0
Não Informado,CORUMBA,Mato Grosso do Sul,8,0,0,0,0,0
Não Informado,GUARARAPES,São Paulo,8,0,0,0,0,0
